accepted_by,active,component_name,component_version,created,cvssv3_score,description,epss_percentile,epss_score,false_p,file_path,id,is_mitigated,line,long_term_acceptance,mitigated,mitigation,priority,priority_classification,references,reviewed_by,risk_status,severity,sla_age,sla_days_remaining,sla_expiration_date,sla_start_date,title,risk_acceptance_expiration_date,environment_image,cluster,registry_image,repository_image,namespace_image,tag_image,cloud_id,hostname,custom_id,found_by,engagement,area_responsible,product,product_type,product_type_environment,company,endpoints,vulnerability_ids,tags,classification
,True,com.example_demo-scheduler,2.0.0,2026-05-21 11:21:00.000+00:00,3.3,Database credentials and API keys are injected as environment variables in the Kubernetes pod specification using plain-text values. Environment variables are readable by any process in the container and may be leaked via /proc inspection. Demo record 82.,0.00287,0.00011,False,src/main/com.example/demo-scheduler/demo_82.java,10000082,False,,,,2.0.2,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99024 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99024 NEWLINE https://demo.example.com/advisories/CVE-2025-99024,,Risk Active,Low,201,116,2026-09-14,2026-03-18,Secrets mounted as environment variables in container spec - Demo 82,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99024 com.example_demo-scheduler 2.0.0,engine_container,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 11:22:00.000+00:00,0,"The insurance service Dockerfile does not define a HEALTHCHECK instruction. Without a health check, orchestrators cannot detect hung or unresponsive containers and may route traffic to degraded instances. Demo record 83.",0.19064,0.0009,False,src/main/io.demo/fake-template-engine/demo_83.java,10000083,False,,,,Add HEALTHCHECK INTERVAL=30s TIMEOUT=5s CMD curl -f http://localhost:8080/actuator/health || exit 1 to the Dockerfile.,0.00,Info,https://demo.example.com/advisories/DEMO-BEST-PRACTICES,,Risk Active,Info,202,981,2029-01-26,2028-07-30,Container image has no defined HEALTHCHECK instruction - Demo 83,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,,engine_container,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 11:23:00.000+00:00,7.9,The Terraform remote state backend S3 bucket is configured without server-side encryption and without access logging. The state file contains sensitive infrastructure metadata including IAM role ARNs and database connection strings. Demo record 84.,0.14088,0.00072,False,src/main/org.demo/fake-serializer/demo_84.java,10000084,False,,,,Enable SSE-KMS on the Terraform state bucket and configure S3 access logging to a separate audit bucket.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99025 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99025 NEWLINE https://demo.example.com/advisories/CVE-2025-99025,,Risk Active,High,203,11,2026-06-01,2025-12-03,Terraform: S3 backend state file has no encryption or access logging - Demo 84,,,,,,,,,,,Checkov,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99025 org.demo_fake-serializer 0.9.1,engine_iac,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 11:24:00.000+00:00,6,"A ClusterRole definition in the Helm chart grants [""*""] verbs on core API resources including pods, secrets, and configmaps. Any service account bound to this role can read cluster-wide secrets and execute arbitrary commands in any pod. Demo record 85.",0.07447,0.00086,False,src/main/com.demo/fake-crypto-lib/demo_85.java,10000085,False,,,,Replace wildcard verbs with explicit minimal verb sets. Separate read and write roles. Upgrade scheduler to 2.0.2 to patch related scheduling flaw.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99026 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99026 NEWLINE https://demo.example.com/advisories/CVE-2025-99026,,Risk Active,Medium,204,34,2026-06-24,2025-12-26,Kubernetes RBAC: ClusterRole binds wildcard verbs to core API group - Demo 85,,,,,,,,,,,Checkov,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99026 com.demo_fake-crypto-lib 1.2.3,engine_iac,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 11:25:00.000+00:00,0,Several Terraform modules declare providers without pinning to a specific version range. Uncontrolled provider upgrades during terraform init can introduce breaking changes or subtle behavioral differences in infrastructure configuration. Demo record 86.,0.33817,0.00099,False,src/main/org.example/demo-http-client/demo_86.java,10000086,False,,,,2.1.4,0.00,Info,https://demo.example.com/advisories/DEMO-BEST-PRACTICES,,Risk Active,Info,205,984,2029-01-29,2028-08-02,Terraform module lacks required_providers version constraints - Demo 86,,,,,,,,,,,Checkov,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,,engine_iac,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 11:26:00.000+00:00,8,"A transitive dependency of the orders service pulls in org.fake:demo-serializer 0.9.1, which appears on the internal security blacklist following the discovery of obfuscated exfiltration code in a previous patch release. Demo record 87.",0.02531,0.00006,False,src/main/com.example/fake-json-parser/demo_87.java,10000087,False,,,,Remove org.fake:demo-serializer from the dependency graph. Replace with a vetted serialization alternative and verify no other transitive paths re-introduce the package.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99027 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99027 NEWLINE https://demo.example.com/advisories/CVE-2025-99027,,Risk Active,High,206,-34,2026-04-17,2025-10-19,Blacklisted dependency: known malicious package in transitive graph - Demo 87,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99027 com.example_fake-json-parser 3.0.1,black_list; engine_dependencies,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 11:27:00.000+00:00,9.8,The session management module generates tokens with only 32 bits of entropy using a predictable PRNG seeded with system time. An attacker can brute-force valid tokens and hijack authenticated sessions without credentials. Demo record 88.,0.22122,0.00041,False,src/main/io.demo/fake-db-driver/demo_88.java,10000088,False,,,,Upgrade com.fake:demo-session-manager to 3.0.0 or replace token generation with java.security.SecureRandom with at least 128-bit entropy.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99001 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99001 NEWLINE https://demo.example.com/advisories/CVE-2025-99001,,Risk Active,Critical,207,-58,2026-03-24,2025-09-25,Broken Authentication: Session tokens with insufficient entropy - Demo 88,,,,,,,,,,,fluidattacks,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99001 io.demo_fake-db-driver 4.5.2,fluidattacks,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 11:28:00.000+00:00,8.1,The user search endpoint concatenates user-supplied input directly into SQL statements without sanitization. An unauthenticated attacker can extract the full database contents or execute arbitrary DDL commands. Demo record 89.,0.32772,0.0003,False,src/main/org.demo/fake-xml-parser/demo_89.java,10000089,False,,,,Upgrade io.example:demo-auth-lib to 5.1.3 and replace all dynamic query construction with prepared statements.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99002 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99002 NEWLINE https://demo.example.com/advisories/CVE-2025-99002,,Risk Active,High,208,0,2026-05-21,2025-11-22,SQL Injection via unparameterized dynamic query builder - Demo 89,,,,,,,,,,,fluidattacks,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99002 org.demo_fake-xml-parser 1.0.0,fluidattacks,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 11:29:00.000+00:00,7.5,AES-128 encryption keys are hardcoded in the application source code and committed to the version control history. Any developer or CI/CD agent with repository access can retrieve and misuse these keys. Demo record 90.,0.34124,0.00033,False,src/main/com.fake/demo-session-manager/demo_90.java,10000090,False,,,,Rotate all exposed keys immediately. Move secrets to a vault solution (e.g. HashiCorp Vault or AWS Secrets Manager). Remove key material from git history.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99003 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99003 NEWLINE https://demo.example.com/advisories/CVE-2025-99003,,Risk Active,High,209,14,2026-06-04,2025-12-06,Sensitive Data Exposure: Cryptographic keys stored in source code - Demo 90,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99003 com.fake_demo-session-manager 2.3.4,fluidattacks,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 11:30:00.000+00:00,6.1,Error messages rendered by the XML parser module reflect unescaped request parameters into the HTML response. A remote attacker can craft a malicious link and execute arbitrary JavaScript in the victim's browser context. Demo record 91.,0.25336,0.00088,False,src/main/io.example/demo-auth-lib/demo_91.java,10000091,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0 and apply output encoding on all user-supplied values before HTML rendering.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99004 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99004 NEWLINE https://demo.example.com/advisories/CVE-2025-99004,,Risk Active,Medium,180,50,2026-07-10,2026-01-11,Cross-Site Scripting (Reflected) in error response body - Demo 91,,,,,,,,,,,fluidattacks,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99004 io.example_demo-auth-lib 5.1.0,fluidattacks,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 11:31:00.000+00:00,5.3,The logger library is configured to write full exception stack traces and internal class paths into HTTP responses in production. This information aids an attacker in identifying exploitable components and their versions. Demo record 92.,0.08459,0.00096,False,src/main/com.demo/example-cache/demo_92.java,10000092,False,,,,3.3.0,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99005 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99005 NEWLINE https://demo.example.com/advisories/CVE-2025-99005,,Risk Active,Medium,181,66,2026-07-26,2026-01-27,Verbose logging exposes internal stack traces to end users - Demo 92,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99005 com.demo_example-cache 3.2.1,fluidattacks,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 11:32:00.000+00:00,8.8,The policy download endpoint accepts a numeric document ID as a URL parameter without verifying ownership. Any authenticated user can iterate IDs and download confidential policy documents belonging to other customers. Demo record 93.,0.10261,0.00069,False,src/main/org.fake/demo-logger/demo_93.java,10000093,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 and implement resource-level authorization checks on every download request.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99006 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99006 NEWLINE https://demo.example.com/advisories/CVE-2025-99006,,Risk Active,High,182,-18,2026-05-03,2025-11-04,Insecure Direct Object Reference in policy document download - Demo 93,,,,,,,,,,,fluidattacks,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99006 org.fake_demo-logger 1.8.5,fluidattacks,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 11:33:00.000+00:00,3.1,"Responses from the insurance portal do not include the Strict-Transport-Security (HSTS) header. Clients connecting over HTTP are not automatically upgraded to HTTPS, enabling potential downgrade attacks on insecure networks. Demo record 94.",0.12869,0.00059,False,src/main/com.example/demo-scheduler/demo_94.java,10000094,False,,,,2.0.2,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99007 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99007 NEWLINE https://demo.example.com/advisories/CVE-2025-99007,,Risk Active,Low,183,113,2026-09-11,2026-03-15,Missing HTTP Strict-Transport-Security header - Demo 94,,,,,,,,,,,fluidattacks,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99007 com.example_demo-scheduler 2.0.0,fluidattacks,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 11:34:00.000+00:00,5.9,"The login flow in the test environment accepts an arbitrary returnUrl parameter and redirects the user post-authentication without validating the destination domain, enabling phishing via trusted-domain redirects. Demo record 95.",0.3059,0.00063,False,src/main/io.demo/fake-template-engine/demo_95.java,10000095,False,,,,Upgrade org.example:demo-http-client to 2.1.4 and implement an allowlist of valid redirect destinations.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99008 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99008 NEWLINE https://demo.example.com/advisories/CVE-2025-99008,,Risk Active,Medium,184,34,2026-06-24,2025-12-26,Open Redirect via unvalidated returnUrl query parameter - Demo 95,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99008 io.demo_fake-template-engine 6.3.0,fluidattacks,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 11:35:00.000+00:00,9.1,The S3 bucket used by the orders service for storing order attachments is configured with ACL public-read and has server-side encryption disabled. Any unauthenticated internet user can list and download customer order files. Demo record 96.,0.3238,0.00012,False,src/main/org.demo/fake-serializer/demo_96.java,10000096,False,,,,Enable SSE-S3 or SSE-KMS encryption. Remove public-read ACL and enforce bucket policy to deny public access. Upgrade cache lib to 3.3.0.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99009 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99009 NEWLINE https://demo.example.com/advisories/CVE-2025-99009,,Risk Active,Critical,185,-35,2026-04-16,2025-10-18,AWS S3 bucket with public read access and no encryption at rest - Demo 96,,,,,,,,,,,AWS Config,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99009 org.demo_fake-serializer 0.9.1,c2c,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 11:36:00.000+00:00,8,"An IAM role attached to the orders microservice grants ""Action: *"" on ""Resource: *"" without condition keys. A compromised instance can call any AWS API including IAM manipulation APIs, enabling full account takeover. Demo record 97.",0.13694,0.00027,False,src/main/com.demo/fake-crypto-lib/demo_97.java,10000097,False,,,,Restrict IAM role to least-privilege actions required by the service. Apply permission boundaries.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99010 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99010 NEWLINE https://demo.example.com/advisories/CVE-2025-99010,,Risk Active,High,186,1,2026-05-22,2025-11-23,IAM role with wildcard action allows privilege escalation - Demo 97,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99010 com.demo_fake-crypto-lib 1.2.3,c2c,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 11:37:00.000+00:00,6.5,"AWS CloudTrail is not enabled for management event logging in the us-east-1 region. Privileged API calls including IAM changes and security group modifications go unrecorded, reducing visibility for incident response. Demo record 98.",0.17822,0.00025,False,src/main/org.example/demo-http-client/demo_98.java,10000098,False,,,,2.1.4,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99011 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99011 NEWLINE https://demo.example.com/advisories/CVE-2025-99011,,Risk Active,Medium,187,52,2026-07-12,2026-01-13,CloudTrail logging disabled for management events in region us-east-1 - Demo 98,,,,,,,,,,,AWS Config,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99011 org.example_demo-http-client 2.1.0,c2c,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 11:38:00.000+00:00,5.5,The EC2 security group associated with the insurance service allows inbound TCP port 22 (SSH) from all IPv4 addresses. This unnecessarily expands the attack surface and enables brute-force login attempts from the internet. Demo record 99.,0.1586,0.00073,False,src/main/com.example/fake-json-parser/demo_99.java,10000099,False,,,,Restrict SSH access to a bastion host IP range or use AWS Systems Manager Session Manager to eliminate SSH exposure entirely.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99012 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99012 NEWLINE https://demo.example.com/advisories/CVE-2025-99012,,Risk Active,Medium,188,86,2026-08-15,2026-02-16,Security group allows unrestricted inbound SSH access from 0.0.0.0/0 - Demo 99,,,,,,,,,,,AWS Config,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99012 com.example_fake-json-parser 3.0.1,c2c,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 11:39:00.000+00:00,3.5,The RDS database instance for the insurance service has automated backups disabled. A failure or ransomware event would result in irreversible data loss without a point-in-time recovery option. Demo record 100.,0.24932,0.00055,False,src/main/io.demo/fake-db-driver/demo_100.java,10000100,False,,,,Enable automated backups with a retention period of at least 7 days. Upgrade template engine to 6.3.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99013 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99013 NEWLINE https://demo.example.com/advisories/CVE-2025-99013,,Risk Active,Low,189,149,2026-10-17,2026-04-20,RDS instance with automated backups disabled - Demo 100,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99013 io.demo_fake-db-driver 4.5.2,c2c,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 11:40:00.000+00:00,7.8,org.example:demo-http-client versions below 2.1.4 do not validate redirect destinations when following 3xx responses. An attacker controlling a server can redirect the client to internal network endpoints (e.g. AWS metadata service at 169.254.169.254). Demo record 101.,0.00611,0.00017,False,src/main/org.demo/fake-xml-parser/demo_101.java,10000101,False,,,,Upgrade org.example:demo-http-client to 2.1.4.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99014 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99014 NEWLINE https://demo.example.com/advisories/CVE-2025-99014,,Risk Active,High,190,20,2026-06-10,2025-12-12,HTTP Client: Server-Side Request Forgery via malformed redirect handling - Demo 101,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99014 org.demo_fake-xml-parser 1.0.0,engine_dependencies,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 11:41:00.000+00:00,6.2,"com.example:fake-json-parser versions before 3.0.3 do not impose limits on object nesting depth. A crafted JSON payload with thousands of nested objects causes unbounded memory allocation and stack overflow, leading to denial of service. Demo record 102.",0.30125,0.00056,False,src/main/com.fake/demo-session-manager/demo_102.java,10000102,False,,,,Upgrade com.example:fake-json-parser to 3.0.3.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99015 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99015 NEWLINE https://demo.example.com/advisories/CVE-2025-99015,,Risk Active,Medium,191,71,2026-07-31,2026-02-01,JSON Parser: Uncontrolled resource consumption via deeply nested input - Demo 102,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99015 com.fake_demo-session-manager 2.3.4,engine_dependencies,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 11:42:00.000+00:00,8.2,com.demo:fake-crypto-lib prior to 1.2.5 uses a PRNG with a measurable statistical bias when generating RSA prime candidates. Sufficiently large samples of public keys generated by the affected library can be factored using a lattice-based attack. Demo record 103.,0.10212,0.00099,False,src/main/io.example/demo-auth-lib/demo_103.java,10000103,False,,,,Upgrade com.demo:fake-crypto-lib to 1.2.5.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99016 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99016 NEWLINE https://demo.example.com/advisories/CVE-2025-99016,,Risk Active,High,192,-3,2026-05-18,2025-11-19,Crypto Lib: Weak RSA key generation due to biased PRNG - Demo 103,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99016 io.example_demo-auth-lib 5.1.0,engine_dependencies,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 11:43:00.000+00:00,9.8,io.demo:fake-db-driver versions before 4.5.9 deserialize server-provided responses without type validation. A malicious or compromised database server can deliver a gadget chain payload that executes arbitrary code on the application host. Demo record 104.,0.1728,0.00075,False,src/main/com.demo/example-cache/demo_104.java,10000104,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 immediately.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99017 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99017 NEWLINE https://demo.example.com/advisories/CVE-2025-99017,,Risk Active,Critical,193,-57,2026-03-25,2025-09-26,DB Driver: Remote code execution via deserialization of untrusted data - Demo 104,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99017 com.demo_example-cache 3.2.1,engine_dependencies,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 11:44:00.000+00:00,5.8,"io.example:demo-auth-lib before 5.1.3 accepts JWTs with the ""none"" algorithm if the header algorithm field is set to ""None"" (mixed case). An attacker can forge arbitrary JWT payloads and bypass authentication entirely. Demo record 105.",0.12854,0.00098,False,src/main/org.fake/demo-logger/demo_105.java,10000105,False,,,,"Upgrade io.example:demo-auth-lib to 5.1.3 and explicitly reject the ""none"" algorithm in the JWT validation configuration.",0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99018 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99018 NEWLINE https://demo.example.com/advisories/CVE-2025-99018,,Risk Active,Medium,194,39,2026-06-29,2025-12-31,Auth Lib: JWT signature verification bypass with algorithm confusion - Demo 105,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99018 org.fake_demo-logger 1.8.5,engine_dependencies,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 11:45:00.000+00:00,3.7,com.example:demo-scheduler version 2.0.0 does not validate cron expressions before parsing. A user with job scheduling permissions can submit an expression with a zero-length time unit that causes an infinite loop in the scheduler thread. Demo record 106.,0.28176,0.00091,False,src/main/com.example/demo-scheduler/demo_106.java,10000106,False,,,,Upgrade com.example:demo-scheduler to 2.0.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99019 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99019 NEWLINE https://demo.example.com/advisories/CVE-2025-99019,,Risk Active,Low,195,115,2026-09-13,2026-03-17,Scheduler: Denial of service via malformed cron expression - Demo 106,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99019 com.example_demo-scheduler 2.0.0,engine_dependencies,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 11:46:00.000+00:00,6.5,"org.demo:fake-xml-parser versions before 1.1.0 do not set limits on XML entity expansion. A small XML document that references deeply nested entities can expand to gigabytes in memory, causing out-of-memory conditions. Demo record 107.",0.36517,0.00053,False,src/main/io.demo/fake-template-engine/demo_107.java,10000107,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99020 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99020 NEWLINE https://demo.example.com/advisories/CVE-2025-99020,,Risk Active,Medium,196,51,2026-07-11,2026-01-12,XML Parser: Billion laughs XML entity expansion attack - Demo 107,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99020 io.demo_fake-template-engine 6.3.0,engine_dependencies,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 11:47:00.000+00:00,5,io.demo:fake-template-engine 6.3.0 evaluates template expressions found in user input without sandboxing. An attacker can inject template directives that execute arbitrary server-side code or read sensitive files from the filesystem. Demo record 108.,0.11533,0.00047,False,src/main/org.demo/fake-serializer/demo_108.java,10000108,False,,,,Upgrade io.demo:fake-template-engine to 6.3.2 and always sanitize input before passing it to the template rendering context.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99021 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99021 NEWLINE https://demo.example.com/advisories/CVE-2025-99021,,Risk Active,Medium,197,97,2026-08-26,2026-02-27,Template Engine: Server-side template injection via user-controlled input - Demo 108,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99021 org.demo_fake-serializer 0.9.1,engine_dependencies,Business Application
